ENTO_ID,Target_Organism_Name,Target_Type,Taxonomy_ID,Superkingdom,Kingdom,Phylum,Class,Order,Family,Genus
ENTO00480,Methicillin-resistant Staphylococcus aureus EMBLCNA4,ORGANISM,1280,Bacteria,No Rank at Level Kingdom,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus
ENTO00481,Methicillin-resistant Staphylococcus aureus GIM 1.771,ORGANISM,1280,Bacteria,No Rank at Level Kingdom,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus
ENTO00482,Methicillin-resistant Staphylococcus aureus JCSC 3063,ORGANISM,1280,Bacteria,No Rank at Level Kingdom,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus
ENTO00483,Methicillin-resistant Staphylococcus aureus Mu50,ORGANISM,1280,Bacteria,No Rank at Level Kingdom,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus
ENTO00484,Methicillin-resistant Staphylococcus aureus NewmanWT,ORGANISM,1280,Bacteria,No Rank at Level Kingdom,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus
ENTO00485,Methicillin-resistant Staphylococcus aureus PAGU 841,ORGANISM,1280,Bacteria,No Rank at Level Kingdom,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus
ENTO00486,Methicillin-resistant Staphylococcus aureus RN4220,ORGANISM,1280,Bacteria,No Rank at Level Kingdom,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus
ENTO00487,Methicillin-resistant Staphylococcus aureus strain JCSC 4788,ORGANISM,1280,Bacteria,No Rank at Level Kingdom,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus
ENTO00488,Methicillin-resistant Staphylococcus aureus USA300 LAC strain AH1263,ORGANISM,1280,Bacteria,No Rank at Level Kingdom,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus
ENTO00489,Methicillin-resistant Staphylococcus aureus YM 3106,ORGANISM,1280,Bacteria,No Rank at Level Kingdom,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus
ENTO00490,Methicillin-resistant Staphylococcus epidermidis 16-5,ORGANISM,1282,Bacteria,No Rank at Level Kingdom,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus
ENTO00491,Methicillin-resistant Staphylococcus epidermidis ATCC 35984,ORGANISM,1282,Bacteria,No Rank at Level Kingdom,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus
ENTO00492,Methicillin-susceptible Staphylococcus aureus,ORGANISM,1280,Bacteria,No Rank at Level Kingdom,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus
ENTO00493,Methicillin-susceptible Staphylococcus aureus ATCC 29213,ORGANISM,1280,Bacteria,No Rank at Level Kingdom,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus
ENTO00494,Methicillin-susceptible Staphylococcus epidermidis ATCC 12228,ORGANISM,1282,Bacteria,No Rank at Level Kingdom,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus
ENTO00495,Microbotryum violaceum,ORGANISM,5272,Eukaryota,Fungi,Basidiomycota,Microbotryomycetes,Microbotryales,Microbotryaceae,Microbotryum
ENTO00496,Micrococcus luteus,ORGANISM,1270,Bacteria,No Rank at Level Kingdom,Actinomycetota,Actinomycetes,Micrococcales,Micrococcaceae,Micrococcus
ENTO00497,Micrococcus luteus ATCC 10240,ORGANISM,1270,Bacteria,No Rank at Level Kingdom,Actinomycetota,Actinomycetes,Micrococcales,Micrococcaceae,Micrococcus
ENTO00498,Micrococcus luteus ATCC 9343,ORGANISM,1270,Bacteria,No Rank at Level Kingdom,Actinomycetota,Actinomycetes,Micrococcales,Micrococcaceae,Micrococcus
ENTO00499,Micrococcus luteus DSM 1790,ORGANISM,1270,Bacteria,No Rank at Level Kingdom,Actinomycetota,Actinomycetes,Micrococcales,Micrococcaceae,Micrococcus
ENTO00500,Micrococcus luteus DSMZ 1605,ORGANISM,1270,Bacteria,No Rank at Level Kingdom,Actinomycetota,Actinomycetes,Micrococcales,Micrococcaceae,Micrococcus
ENTO00501,Micrococcus luteus IFO 12708,ORGANISM,1270,Bacteria,No Rank at Level Kingdom,Actinomycetota,Actinomycetes,Micrococcales,Micrococcaceae,Micrococcus
ENTO00502,Micrococcus luteus MTCC 1541,ORGANISM,1270,Bacteria,No Rank at Level Kingdom,Actinomycetota,Actinomycetes,Micrococcales,Micrococcaceae,Micrococcus
ENTO00503,Micrococcus luteus MTCC 2470,ORGANISM,1270,Bacteria,No Rank at Level Kingdom,Actinomycetota,Actinomycetes,Micrococcales,Micrococcaceae,Micrococcus
ENTO00504,Micrococcus luteus QDIO-3,ORGANISM,1270,Bacteria,No Rank at Level Kingdom,Actinomycetota,Actinomycetes,Micrococcales,Micrococcaceae,Micrococcus
ENTO00505,Micrococcus tetragenus,ORGANISM,NA,Bacteria,No Rank at Level Kingdom,Actinobacteria,Actinobacteria,Actinomycetales,Micrococcaceae,Micrococcus
ENTO00506,Micrococcus tetragenus ATCC 13623,ORGANISM,NA,Bacteria,No Rank at Level Kingdom,Actinobacteria,Actinobacteria,Actinomycetales,Micrococcaceae,Micrococcus
ENTO00507,Micrococcus tetragenus ATCC 35098,ORGANISM,NA,Bacteria,No Rank at Level Kingdom,Actinobacteria,Actinobacteria,Actinomycetales,Micrococcaceae,Micrococcus
ENTO00508,Morganella morganii ATCC 25830,ORGANISM,582,Bacteria,No Rank at Level Kingdom,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Morganellaceae,Morganella
ENTO00509,Morganella morganii KL-225,ORGANISM,582,Bacteria,No Rank at Level Kingdom,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Morganellaceae,Morganella
ENTO00510,Mucor hiemalis,ORGANISM,64493,Eukaryota,Fungi,Mucoromycota,Mucoromycetes,Mucorales,Mucoraceae,Mucor
ENTO00511,Mucor hiemalis DSM 2656,ORGANISM,64493,Eukaryota,Fungi,Mucoromycota,Mucoromycetes,Mucorales,Mucoraceae,Mucor
ENTO00512,Mucor plumbeus MUCL 49355,ORGANISM,97098,Eukaryota,Fungi,Mucoromycota,Mucoromycetes,Mucorales,Mucoraceae,Mucor
ENTO00513,Mucor racemosus IFO 4581,ORGANISM,4841,Eukaryota,Fungi,Mucoromycota,Mucoromycetes,Mucorales,Mucoraceae,Mucor
ENTO00514,Multi-drug resistant Enterococcus faecalis,ORGANISM,1351,Bacteria,No Rank at Level Kingdom,Bacillota,Bacilli,Lactobacillales,Enterococcaceae,Enterococcus
ENTO00515,Multi-drug resistant Enterococcus faecium,ORGANISM,1352,Bacteria,No Rank at Level Kingdom,Bacillota,Bacilli,Lactobacillales,Enterococcaceae,Enterococcus
ENTO00516,Multi-drug resistant Staphylococcus epidermidis,ORGANISM,1282,Bacteria,No Rank at Level Kingdom,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus
ENTO00517,Mus musculus,ORGANISM,10090,Eukaryota,Metazoa,Chordata,Mammalia,Rodentia,Muridae,Mus
ENTO00518,Mycobacterium avium reference strain ATCC 25291,ORGANISM,1764,Bacteria,No Rank at Level Kingdom,Actinomycetota,Actinomycetes,Mycobacteriales,Mycobacteriaceae,Mycobacterium
ENTO00519,Mycobacterium intracellulare ATCC 23068,ORGANISM,1767,Bacteria,No Rank at Level Kingdom,Actinomycetota,Actinomycetes,Mycobacteriales,Mycobacteriaceae,Mycobacterium
ENTO00520,Mycobacterium intracellulare reference strain ATCC 13950,ORGANISM,1767,Bacteria,No Rank at Level Kingdom,Actinomycetota,Actinomycetes,Mycobacteriales,Mycobacteriaceae,Mycobacterium
ENTO00521,Mycobacterium marinum ATCCBAA-535,ORGANISM,1781,Bacteria,No Rank at Level Kingdom,Actinomycetota,Actinomycetes,Mycobacteriales,Mycobacteriaceae,Mycobacterium
ENTO00522,Mycobacterium phlei AS 4.1180,ORGANISM,1771,Bacteria,No Rank at Level Kingdom,Actinomycetota,Actinomycetes,Mycobacteriales,Mycobacteriaceae,Mycolicibacterium
ENTO00523,Mycobacterium smegmatis,ORGANISM,1772,Bacteria,No Rank at Level Kingdom,Actinomycetota,Actinomycetes,Mycobacteriales,Mycobacteriaceae,Mycolicibacterium
ENTO00524,Mycobacterium smegmatis ATCC 607,ORGANISM,1772,Bacteria,No Rank at Level Kingdom,Actinomycetota,Actinomycetes,Mycobacteriales,Mycobacteriaceae,Mycolicibacterium
ENTO00525,Mycobacterium smegmatis ATCC 700084,ORGANISM,1772,Bacteria,No Rank at Level Kingdom,Actinomycetota,Actinomycetes,Mycobacteriales,Mycobacteriaceae,Mycolicibacterium
ENTO00526,Mycobacterium smegmatis CMCC 93321,ORGANISM,1772,Bacteria,No Rank at Level Kingdom,Actinomycetota,Actinomycetes,Mycobacteriales,Mycobacteriaceae,Mycolicibacterium
ENTO00527,Mycobacterium smegmatis mc2155 ATCC 70084,ORGANISM,1772,Bacteria,No Rank at Level Kingdom,Actinomycetota,Actinomycetes,Mycobacteriales,Mycobacteriaceae,Mycolicibacterium
ENTO00528,Mycobacterium smegmatis MTCC 6,ORGANISM,1772,Bacteria,No Rank at Level Kingdom,Actinomycetota,Actinomycetes,Mycobacteriales,Mycobacteriaceae,Mycolicibacterium
ENTO00529,Mycobacterium smegmetis,ORGANISM,1772,Bacteria,No Rank at Level Kingdom,Actinomycetota,Actinomycetes,Mycobacteriales,Mycobacteriaceae,Mycolicibacterium
ENTO00530,Mycobacterium tuberculosis,ORGANISM,1773,Bacteria,No Rank at Level Kingdom,Actinomycetota,Actinomycetes,Mycobacteriales,Mycobacteriaceae,Mycobacterium
ENTO00531,Mycobacterium tuberculosis H37Ra,ORGANISM,419947,Bacteria,No Rank at Level Kingdom,Actinomycetota,Actinomycetes,Mycobacteriales,Mycobacteriaceae,Mycobacterium
ENTO00532,Mycobacterium tuberculosis H37Ra ATCC 25177,ORGANISM,1773,Bacteria,No Rank at Level Kingdom,Actinomycetota,Actinomycetes,Mycobacteriales,Mycobacteriaceae,Mycobacterium
ENTO00533,Mycobacterium tuberculosis H37Rv,ORGANISM,83332,Bacteria,No Rank at Level Kingdom,Actinomycetota,Actinomycetes,Mycobacteriales,Mycobacteriaceae,Mycobacterium
ENTO00534,Mycobacterium tuberculosis H37Rv ATCC 25177,ORGANISM,83332,Bacteria,No Rank at Level Kingdom,Actinomycetota,Actinomycetes,Mycobacteriales,Mycobacteriaceae,Mycobacterium
ENTO00535,Mycobacterium tuberculosis H37Rv reference strain ATCC 27294,ORGANISM,83332,Bacteria,No Rank at Level Kingdom,Actinomycetota,Actinomycetes,Mycobacteriales,Mycobacteriaceae,Mycobacterium
ENTO00536,Mycobacterium tuberculosis RCMB 010094-9,ORGANISM,1773,Bacteria,No Rank at Level Kingdom,Actinomycetota,Actinomycetes,Mycobacteriales,Mycobacteriaceae,Mycobacterium
ENTO00537,Mycobacterium tuberculosis variant bovis BCG,ORGANISM,33892,Bacteria,No Rank at Level Kingdom,Actinomycetota,Actinomycetes,Mycobacteriales,Mycobacteriaceae,Mycobacterium
ENTO00538,Mycobacterium tuberculosis variant bovis BCG strain Pasteur 1173P2,ORGANISM,410289,Bacteria,No Rank at Level Kingdom,Actinomycetota,Actinomycetes,Mycobacteriales,Mycobacteriaceae,Mycobacterium
ENTO00539,Mycobacterium tuberculosis variant bovis strain Pasteur ATCC 35734,ORGANISM,1765,Bacteria,No Rank at Level Kingdom,Actinomycetota,Actinomycetes,Mycobacteriales,Mycobacteriaceae,Mycobacterium
ENTO00540,Mycosphaerella arachidis,ORGANISM,143450,Eukaryota,Fungi,Ascomycota,Dothideomycetes,Mycosphaerellales,Mycosphaerellaceae,Mycosphaerella
ENTO00541,Mycosphaerella arachidis Hori,ORGANISM,143450,Eukaryota,Fungi,Ascomycota,Dothideomycetes,Mycosphaerellales,Mycosphaerellaceae,Mycosphaerella
ENTO00542,Mycotypha microspora,ORGANISM,64633,Eukaryota,Fungi,Mucoromycota,Mucoromycetes,Mucorales,Mycotyphaceae,Mycotypha
ENTO00543,Mythimna separata,ORGANISM,271217,Eukaryota,Metazoa,Arthropoda,Insecta,Lepidoptera,Noctuidae,Mythimna
ENTO00544,Nakaseomyces glabratus ATCC 2001,ORGANISM,5478,Eukaryota,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,Nakaseomyces
ENTO00545,Nannizzia gypsea,ORGANISM,63402,Eukaryota,Fungi,Ascomycota,Eurotiomycetes,Onygenales,Arthrodermataceae,Nannizzia
ENTO00546,Nannizzia gypsea SH-MU-4,ORGANISM,63402,Eukaryota,Fungi,Ascomycota,Eurotiomycetes,Onygenales,Arthrodermataceae,Nannizzia
ENTO00547,Nectria sp.,ORGANISM,1755444,Eukaryota,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Nectriaceae,Nectria
ENTO00548,Nigrospora oryzae,ORGANISM,335854,Eukaryota,Fungi,Ascomycota,Sordariomycetes,Xylariales,Apiosporaceae,Nigrospora
ENTO00549,Nothopassalora personata,ORGANISM,2060155,Eukaryota,Fungi,Ascomycota,Dothideomycetes,Mycosphaerellales,Mycosphaerellaceae,Nothopassalora
ENTO00550,Ophiostoma minus YM3429,ORGANISM,150568,Eukaryota,Fungi,Ascomycota,Sordariomycetes,Ophiostomatales,Ophiostomataceae,Ophiostoma
ENTO00551,Ophiostoma ulmi,ORGANISM,5174,Eukaryota,Fungi,Ascomycota,Sordariomycetes,Ophiostomatales,Ophiostomataceae,Ophiostoma
ENTO00552,Oryctolagus cuniculus,ORGANISM,9986,Eukaryota,Metazoa,Chordata,Mammalia,Lagomorpha,Leporidae,Oryctolagus
ENTO00553,Oryza sativa,ORGANISM,4530,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Poales,Poaceae,Oryza
ENTO00554,Ovis aries,ORGANISM,9940,Eukaryota,Metazoa,Chordata,Mammalia,Artiodactyla,Bovidae,Ovis
ENTO00555,Paecilomyces lilacinus,ORGANISM,33203,Eukaryota,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Ophiocordycipitaceae,Purpureocillium
ENTO00556,Panagrellus redivivus,ORGANISM,6233,Eukaryota,Metazoa,Nematoda,Chromadorea,Rhabditida,Panagrolaimidae,Panagrellus
ENTO00557,Panicum miliaceum,ORGANISM,4540,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Poales,Poaceae,Panicum
ENTO00558,Pantoea agglomerans,ORGANISM,549,Bacteria,No Rank at Level Kingdom,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Erwiniaceae,Pantoea
ENTO00559,Paracoccidioides brasiliensis,ORGANISM,121759,Eukaryota,Fungi,Ascomycota,Eurotiomycetes,Onygenales,No Rank at Level Family,Paracoccidioides
ENTO00560,Paracoccidioides brasiliensis ED01,ORGANISM,121759,Eukaryota,Fungi,Ascomycota,Eurotiomycetes,Onygenales,No Rank at Level Family,Paracoccidioides
ENTO00561,Paracoccidioides brasiliensis Pb 01,ORGANISM,121759,Eukaryota,Fungi,Ascomycota,Eurotiomycetes,Onygenales,No Rank at Level Family,Paracoccidioides
ENTO00562,Paracoccidioides brasiliensis Pb 11,ORGANISM,121759,Eukaryota,Fungi,Ascomycota,Eurotiomycetes,Onygenales,No Rank at Level Family,Paracoccidioides
ENTO00563,Paracoccidioides brasiliensis Pb 14,ORGANISM,121759,Eukaryota,Fungi,Ascomycota,Eurotiomycetes,Onygenales,No Rank at Level Family,Paracoccidioides
ENTO00564,Paracoccidioides brasiliensis Pb 1578,ORGANISM,121759,Eukaryota,Fungi,Ascomycota,Eurotiomycetes,Onygenales,No Rank at Level Family,Paracoccidioides
ENTO00565,Paracoccidioides brasiliensis Pb 18,ORGANISM,121759,Eukaryota,Fungi,Ascomycota,Eurotiomycetes,Onygenales,No Rank at Level Family,Paracoccidioides
ENTO00566,Paracoccidioides brasiliensis Pb 2,ORGANISM,121759,Eukaryota,Fungi,Ascomycota,Eurotiomycetes,Onygenales,No Rank at Level Family,Paracoccidioides
ENTO00567,Paracoccidioides brasiliensis Pb 3,ORGANISM,121759,Eukaryota,Fungi,Ascomycota,Eurotiomycetes,Onygenales,No Rank at Level Family,Paracoccidioides
ENTO00568,Paracoccidioides brasiliensis Pb 4,ORGANISM,121759,Eukaryota,Fungi,Ascomycota,Eurotiomycetes,Onygenales,No Rank at Level Family,Paracoccidioides
ENTO00569,Paracoccidioides brasiliensis Pb 8,ORGANISM,121759,Eukaryota,Fungi,Ascomycota,Eurotiomycetes,Onygenales,No Rank at Level Family,Paracoccidioides
ENTO00570,Paracoccidioides brasiliensis Pb B339,ORGANISM,121759,Eukaryota,Fungi,Ascomycota,Eurotiomycetes,Onygenales,No Rank at Level Family,Paracoccidioides
ENTO00571,Pectobacterium carotovorum,ORGANISM,554,Bacteria,No Rank at Level Kingdom,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Pectobacteriaceae,Pectobacterium
ENTO00572,Pectobacterium carotovorum subsp. Carotovorum,ORGANISM,555,Bacteria,No Rank at Level Kingdom,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Pectobacteriaceae,Pectobacterium
ENTO00573,Pectobacterium chrysanthemi,ORGANISM,556,Bacteria,No Rank at Level Kingdom,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Pectobacteriaceae,Dickeya
ENTO00574,Penicillium chrysogenum,ORGANISM,5076,Eukaryota,Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Penicillium
ENTO00575,Penicillium citrinum,ORGANISM,5077,Eukaryota,Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Penicillium
ENTO00576,Penicillium citrinum Thom,ORGANISM,5077,Eukaryota,Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Penicillium
ENTO00577,Penicillium decumbens,ORGANISM,69771,Eukaryota,Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Penicillium
ENTO00578,Penicillium digitatum,ORGANISM,36651,Eukaryota,Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Penicillium
ENTO00579,Penicillium digitatum QDAU-11,ORGANISM,36651,Eukaryota,Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Penicillium
ENTO00580,Penicillium digitatum QDAUNA14,ORGANISM,36651,Eukaryota,Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Penicillium
ENTO00581,Penicillium expansum,ORGANISM,27334,Eukaryota,Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Penicillium
ENTO00582,Penicillium italicum,ORGANISM,40296,Eukaryota,Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Penicillium
ENTO00583,Penicillium italicum BNCC 118157,ORGANISM,40296,Eukaryota,Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Penicillium
ENTO00584,Penicillium italicum Wehme,ORGANISM,40296,Eukaryota,Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Penicillium
ENTO00585,Penicillium piricola Nose QDAU-12,ORGANISM,NA,Eukaryota,Fungi,No Rank at Level Phylum,No Rank at Level Class,No Rank at Level Order,No Rank at Level Family,No Rank at Level Genus
ENTO00586,Peony anthracnose,ORGANISM,NA,Eukaryota,Fungi,No Rank at Level Phylum,No Rank at Level Class,No Rank at Level Order,No Rank at Level Family,No Rank at Level Genus
ENTO00587,Pestalotia diospyri,ORGANISM,2075254,Eukaryota,Fungi,Ascomycota,Sordariomycetes,Xylariales,Amphisphaeriaceae,Pestalotia
ENTO00588,Pestalotiopsis sp.,ORGANISM,36460,Eukaryota,Fungi,Ascomycota,Sordariomycetes,Xylariales,Sporocadaceae,Pestalotiopsis
ENTO00589,Phoma herbarum,ORGANISM,73001,Eukaryota,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Didymellaceae,Phoma
ENTO00590,Phomopsis obscurans,ORGANISM,291056,Eukaryota,Fungi,Ascomycota,Sordariomycetes,Diaporthales,Valsaceae,Phomopsis
ENTO00591,Phyllosticta citricarpa,ORGANISM,55181,Eukaryota,Fungi,Ascomycota,Dothideomycetes,Botryosphaeriales,Phyllostictaceae,Phyllosticta
ENTO00592,Phyllosticta zingiberi,ORGANISM,NA,Eukaryota,Fungi,No Rank at Level Phylum,No Rank at Level Class,No Rank at Level Order,No Rank at Level Family,No Rank at Level Genus
ENTO00593,Physalospora obtusa,ORGANISM,398385,Eukaryota,Fungi,Ascomycota,Sordariomycetes,Xylariales,Hyponectriaceae,Physalospora
ENTO00594,Phytophthora cactorum,ORGANISM,29920,Eukaryota,No Rank at Level Kingdom,Oomycota,No Rank at Level Class,Peronosporales,Peronosporaceae,Phytophthora
ENTO00595,Phytophthora cambivora,ORGANISM,53983,Eukaryota,No Rank at Level Kingdom,Oomycota,No Rank at Level Class,Peronosporales,Peronosporaceae,Phytophthora
ENTO00596,Phytophthora capsici,ORGANISM,4784,Eukaryota,No Rank at Level Kingdom,Oomycota,No Rank at Level Class,Peronosporales,Peronosporaceae,Phytophthora
ENTO00597,Phytophthora capsici BNCC 339721,ORGANISM,4784,Eukaryota,No Rank at Level Kingdom,Oomycota,No Rank at Level Class,Peronosporales,Peronosporaceae,Phytophthora
ENTO00598,Phytophthora capsici Leonian,ORGANISM,4784,Eukaryota,No Rank at Level Kingdom,Oomycota,No Rank at Level Class,Peronosporales,Peronosporaceae,Phytophthora
ENTO00599,Phytophthora cinnamomi,ORGANISM,4785,Eukaryota,No Rank at Level Kingdom,Oomycota,No Rank at Level Class,Peronosporales,Peronosporaceae,Phytophthora
ENTO00600,Phytophthora citrophthora,ORGANISM,4793,Eukaryota,No Rank at Level Kingdom,Oomycota,No Rank at Level Class,Peronosporales,Peronosporaceae,Phytophthora
ENTO00601,Phytophthora infestans,ORGANISM,4787,Eukaryota,No Rank at Level Kingdom,Oomycota,No Rank at Level Class,Peronosporales,Peronosporaceae,Phytophthora
ENTO00602,Phytophthora nicotianae,ORGANISM,4790,Eukaryota,No Rank at Level Kingdom,Oomycota,No Rank at Level Class,Peronosporales,Peronosporaceae,Phytophthora
ENTO00603,Phytophthora parasitica,ORGANISM,4792,Eukaryota,No Rank at Level Kingdom,Oomycota,No Rank at Level Class,Peronosporales,Peronosporaceae,Phytophthora
ENTO00604,Phytophthora parasitica Dastur,ORGANISM,4792,Eukaryota,No Rank at Level Kingdom,Oomycota,No Rank at Level Class,Peronosporales,Peronosporaceae,Phytophthora
ENTO00605,Phytophthora parasitica var. nicotianae,ORGANISM,1368100,Eukaryota,No Rank at Level Kingdom,Oomycota,No Rank at Level Class,Peronosporales,Peronosporaceae,Phytophthora
ENTO00606,Phytophthora sojae race 1,ORGANISM,67593,Eukaryota,No Rank at Level Kingdom,Oomycota,No Rank at Level Class,Peronosporales,Peronosporaceae,Phytophthora
ENTO00607,Phytophthora sojae race 13,ORGANISM,67593,Eukaryota,No Rank at Level Kingdom,Oomycota,No Rank at Level Class,Peronosporales,Peronosporaceae,Phytophthora
ENTO00608,Phytophthora sojae race 3,ORGANISM,67593,Eukaryota,No Rank at Level Kingdom,Oomycota,No Rank at Level Class,Peronosporales,Peronosporaceae,Phytophthora
ENTO00609,Phytophthora sojae race 4,ORGANISM,67593,Eukaryota,No Rank at Level Kingdom,Oomycota,No Rank at Level Class,Peronosporales,Peronosporaceae,Phytophthora
ENTO00610,Phytophthora sojae race 44,ORGANISM,67593,Eukaryota,No Rank at Level Kingdom,Oomycota,No Rank at Level Class,Peronosporales,Peronosporaceae,Phytophthora
ENTO00611,Phytophthora sojae race 5,ORGANISM,67593,Eukaryota,No Rank at Level Kingdom,Oomycota,No Rank at Level Class,Peronosporales,Peronosporaceae,Phytophthora
ENTO00612,Phytophthora sojae race 54,ORGANISM,67593,Eukaryota,No Rank at Level Kingdom,Oomycota,No Rank at Level Class,Peronosporales,Peronosporaceae,Phytophthora
ENTO00613,Phytophthora sojae race 9,ORGANISM,67593,Eukaryota,No Rank at Level Kingdom,Oomycota,No Rank at Level Class,Peronosporales,Peronosporaceae,Phytophthora
ENTO00614,Phytophthora sp.,ORGANISM,89336,Eukaryota,No Rank at Level Kingdom,Oomycota,No Rank at Level Class,Peronosporales,Peronosporaceae,Phytophthora
ENTO00615,Phytopythium helicoides,ORGANISM,126844,Eukaryota,No Rank at Level Kingdom,Oomycota,No Rank at Level Class,Pythiales,Pythiaceae,Phytopythium
ENTO00616,Pichia kudriavzevii,ORGANISM,4909,Eukaryota,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Pichiaceae,Pichia
ENTO00617,Pichia kudriavzevii ATCC 6258,ORGANISM,4909,Eukaryota,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Pichiaceae,Pichia
ENTO00618,Plasmodium falciparum,ORGANISM,5833,Eukaryota,No Rank at Level Kingdom,Apicomplexa,Aconoidasida,Haemosporida,Plasmodiidae,Plasmodium
ENTO00619,"Plasmodium falciparum (K1, multidrug-resistant strain)",ORGANISM,5839,Eukaryota,No Rank at Level Kingdom,Apicomplexa,Aconoidasida,Haemosporida,Plasmodiidae,Plasmodium
ENTO00620,Plasmodium falciparum 3D7,ORGANISM,36329,Eukaryota,No Rank at Level Kingdom,Apicomplexa,Aconoidasida,Haemosporida,Plasmodiidae,Plasmodium
ENTO00621,Plasmodium falciparum Dd2,ORGANISM,57267,Eukaryota,No Rank at Level Kingdom,Apicomplexa,Aconoidasida,Haemosporida,Plasmodiidae,Plasmodium
ENTO00622,Plasmodium falciparum INDO (PfINDO),ORGANISM,5833,Eukaryota,No Rank at Level Kingdom,Apicomplexa,Aconoidasida,Haemosporida,Plasmodiidae,Plasmodium
ENTO00623,Plasmopara viticola,ORGANISM,143451,Eukaryota,No Rank at Level Kingdom,Oomycota,No Rank at Level Class,Peronosporales,Peronosporaceae,Plasmopara
ENTO00624,Plectosphaerella cucumerina,ORGANISM,40658,Eukaryota,Fungi,Ascomycota,Sordariomycetes,Glomerellales,Plectosphaerellaceae,Plectosphaerella
ENTO00625,Portulaca oleracea,ORGANISM,46147,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Caryophyllales,Portulacaceae,Portulaca
ENTO00626,Proteus vulgaris,ORGANISM,585,Bacteria,No Rank at Level Kingdom,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Morganellaceae,Proteus
ENTO00627,Proteus vulgaris ATCC 3851,ORGANISM,585,Bacteria,No Rank at Level Kingdom,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Morganellaceae,Proteus
ENTO00628,Proteus vulgaris MTCC 1771,ORGANISM,585,Bacteria,No Rank at Level Kingdom,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Morganellaceae,Proteus
ENTO00629,Proteus vulgaris NBRC 3167,ORGANISM,585,Bacteria,No Rank at Level Kingdom,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Morganellaceae,Proteus
ENTO00630,Pseudocercospora circumscissa,ORGANISM,858774,Eukaryota,Fungi,Ascomycota,Dothideomycetes,Mycosphaerellales,Mycosphaerellaceae,Pseudocercospora
ENTO00631,Pseudocercospora fijiensis,ORGANISM,1873960,Eukaryota,Fungi,Ascomycota,Dothideomycetes,Mycosphaerellales,Mycosphaerellaceae,Pseudocercospora
ENTO00632,Pseudomonas aeruginosa,ORGANISM,287,Bacteria,No Rank at Level Kingdom,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas
ENTO00633,Pseudomonas aeruginosa 14,ORGANISM,287,Bacteria,No Rank at Level Kingdom,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas
