ENS_ID,Name,Tax_ID,Superkingdom,Kingdom,Phylum,Class,Order,Family,Genus,GenBank_ID,Closest_GenBank_ID,Endophyte_Type
ENS00440,Epicoccum nigrum W-2,105696,Eukaryota,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Didymellaceae,Epicoccum,NA,MH857851.1,Endophytic Fungus
ENS00441,Epicoccum sorghinum FT1062,749593,Eukaryota,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Didymellaceae,Epicoccum,KY971274,NA,Endophytic Fungus
ENS00442,Epicoccum sorghinum L28,749593,Eukaryota,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Didymellaceae,Epicoccum,MZ378789,NA,Endophytic Fungus
ENS00443,Exophiala radicis strain P1095,1816251,Eukaryota,Fungi,Ascomycota,Eurotiomycetes,Chaetothyriales,Herpotrichiellaceae,Exophiala,KT099195,NA,Endophytic Fungus
ENS00444,Exophiala radicis strain P1860,1816251,Eukaryota,Fungi,Ascomycota,Eurotiomycetes,Chaetothyriales,Herpotrichiellaceae,Exophiala,KT099197,NA,Endophytic Fungus
ENS00445,Exserohilum rostratum,1659837,Eukaryota,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Pleosporaceae,Exserohilum,NA,EU571210,Endophytic Fungus
ENS00446,Exserohilum sp. D3-6A1-1,1480123,Eukaryota,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Pleosporaceae,Exserohilum,KJ156361,NA,Endophytic Fungus
ENS00447,Flavobacterium sp. GE 32,239,Bacteria,No Rank at Level Kingdom,Bacteroidota,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,NA,AM177616,Endophytic Bacteria
ENS00448,Flavodon flavus JB257,559739,Eukaryota,Fungi,Basidiomycota,Agaricomycetes,Polyporales,Irpicaceae,Flavodon,MN458548,NA,Endophytic Fungus
ENS00449,Fusarium avenaceum SF-1502,40199,Eukaryota,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Nectriaceae,Fusarium,MG520365,NA,Endophytic Fungus
ENS00450,Fusarium cf. solani MFLUCC 17-0253,1715230,Eukaryota,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Nectriaceae,Fusarium,NA,NA,Endophytic Fungus
ENS00451,Fusarium chlamydosporum,86545,Eukaryota,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Nectriaceae,Fusarium,FC201936.1,NA,Endophytic Fungus
ENS00452,Fusarium chlamydosporum QJP1,86545,Eukaryota,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Nectriaceae,Fusarium,KY290716,NA,Endophytic Fungus
ENS00453,Fusarium fujikuroi strain WF5,5127,Eukaryota,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Nectriaceae,Fusarium,KF957640,NA,Endophytic Fungus
ENS00454,Fusarium guttiforme,47756,Eukaryota,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Nectriaceae,Fusarium,KC464629.1,NA,Endophytic Fungus
ENS00455,Fusarium lateritium HU0053,5523,Eukaryota,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Nectriaceae,Fusarium,NA,NA,Endophytic Fungus
ENS00456,Fusarium napiforme IP-28,42672,Eukaryota,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Nectriaceae,Fusarium,NA,NA,Endophytic Fungus
ENS00457,Fusarium oxysporum 5-19,5507,Eukaryota,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Nectriaceae,Fusarium,KR019682,NA,Endophytic Fungus
ENS00458,Fusarium oxysporum CIM3,5507,Eukaryota,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Nectriaceae,Fusarium,JQ713567,NA,Endophytic Fungus
ENS00459,Fusarium oxysporum NSG-1,5507,Eukaryota,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Nectriaceae,Fusarium,KX853850.1,NA,Endophytic Fungus
ENS00460,Fusarium oxysporum strain NRRL 52663,5507,Eukaryota,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Nectriaceae,Fusarium,GU250648,NA,Endophytic Fungus
ENS00461,Fusarium oxysporum LMA 1719,5507,Eukaryota,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Nectriaceae,Fusarium,NA,MG975622.1,Endophytic Fungus
ENS00462,Fusarium proliferatum AF-04,948311,Eukaryota,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Nectriaceae,Fusarium,MF426031,NA,Endophytic Fungus
ENS00463,Fusarium proliferatum MTCC 9690,948311,Eukaryota,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Nectriaceae,Fusarium,HM245296,NA,Endophytic Fungus
ENS00464,Fusarium redolens AS1,48865,Eukaryota,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Nectriaceae,Fusarium,MW370267,NA,Endophytic Fungus
ENS00465,Fusarium sambucinum TE-6L,5128,Eukaryota,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Nectriaceae,Fusarium,MK968310,NA,Endophytic Fungus
ENS00466,Fusarium solani,169388,Eukaryota,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Nectriaceae,Fusarium,NA,NA,Endophytic Fungus
ENS00467,Fusarium solani AS-2,169388,Eukaryota,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Nectriaceae,Fusarium,KT166446,NA,Endophytic Fungus
ENS00468,Fusarium solani CARE-1,169388,Eukaryota,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Nectriaceae,Fusarium,NA,KF918581.1,Endophytic Fungus
ENS00469,Fusarium solani G6,169388,Eukaryota,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Nectriaceae,Fusarium,MF800959,NA,Endophytic Fungus
ENS00470,Fusarium solani HDN15-410,169388,Eukaryota,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Nectriaceae,Fusarium,MH383099,NA,Endophytic Fungus
ENS00471,Fusarium solani JK10,169388,Eukaryota,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Nectriaceae,Fusarium,NA,NA,Endophytic Fungus
ENS00472,Fusarium solani S-019,169388,Eukaryota,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Nectriaceae,Fusarium,EF062312,NA,Endophytic Fungus
ENS00473,Fusarium solani strain AURE-4,169388,Eukaryota,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Nectriaceae,Fusarium,KY511422,NA,Endophytic Fungus
ENS00474,Fusarium sp.,29916,Eukaryota,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Nectriaceae,Fusarium,NA,NA,Endophytic Fungus
ENS00475,Fusarium sp. AHPE-4,29916,Eukaryota,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Nectriaceae,Fusarium,MG75792,NA,Endophytic Fungus
ENS00476,Fusarium sp. AMst1,29916,Eukaryota,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Nectriaceae,Fusarium,NA,NR120264,Endophytic Fungus
ENS00477,Fusarium sp. CR377,29916,Eukaryota,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Nectriaceae,Fusarium,NA,NA,Endophytic Fungus
ENS00478,Fusarium sp. F20,29916,Eukaryota,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Nectriaceae,Fusarium,MH256140,NA,Endophytic Fungus
ENS00479,Fusarium sp. HM166,29916,Eukaryota,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Nectriaceae,Fusarium,MK478900,NA,Endophytic Fungus
ENS00480,Fusarium sp. HP-2,29916,Eukaryota,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Nectriaceae,Fusarium,NA,NA,Endophytic Fungus
ENS00481,Fusarium sp. LAEE13,1545754,Eukaryota,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Nectriaceae,Fusarium,LN607808,NA,Endophytic Fungus
ENS00482,Fusarium sp. LN-10,29916,Eukaryota,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Nectriaceae,Fusarium,NA,NA,Endophytic Fungus
ENS00483,Fusarium sp. QF001,29916,Eukaryota,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Nectriaceae,Fusarium,NA,JQ364977.1,Endophytic Fungus
ENS00484,Fusarium sp. UFMGCB 551,587498,Eukaryota,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Nectriaceae,Fusarium,GQ325261,NA,Endophytic Fungus
ENS00485,Fusarium sp. YG-45,29916,Eukaryota,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Nectriaceae,Fusarium,NA,NA,Endophytic Fungus
ENS00486,Fusarium sporotrichioides,5514,Eukaryota,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Nectriaceae,Fusarium,MT649476.1,NA,Endophytic Fungus
ENS00487,Fusarium tricinctum,61284,Eukaryota,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Nectriaceae,Fusarium,NA,NA,Endophytic Fungus
ENS00488,Fusarium tricinctum strain ME4,61284,Eukaryota,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Nectriaceae,Fusarium,MK559443,NA,Endophytic Fungus
ENS00489,Fusarium tricinctum SYPF 7082,61284,Eukaryota,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Nectriaceae,Fusarium,MG930027,NA,Endophytic Fungus
ENS00490,Fusarium verticillioides NSH-5,117187,Eukaryota,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Nectriaceae,Fusarium,KX853851.1,NA,Endophytic Fungus
ENS00491,Fusarium sp. KK21FL2,29916,Eukaryota,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Nectriaceae,Fusarium,HQ413706,NA,Endophytic Fungus
ENS00492,Gaeumannomyces sp. JS0464,2012267,Eukaryota,Fungi,Ascomycota,Sordariomycetes,Magnaporthales,Magnaporthaceae,Gaeumannomyces,NA,NA,Endophytic Fungus
ENS00493,Ganoderma applanatum,29884,Eukaryota,Fungi,Basidiomycota,Agaricomycetes,Polyporales,Polyporaceae,Ganoderma,NA,NA,Endophytic Fungus
ENS00494,Geniculosporium sp.,1479502,Eukaryota,Fungi,Ascomycota,Sordariomycetes,Xylariales,Xylariaceae,No Rank at Level Genus,NA,NA,Endophytic Fungus
ENS00495,Geotrichum candidum PF005,1173061,Eukaryota,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Dipodascaceae,Geotrichum,KX938344.1,NA,Endophytic Fungus
ENS00496,Geotrichum candidum strain CLIB 918,1173061,Eukaryota,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Dipodascaceae,Geotrichum,HF586414,NA,Endophytic Fungus
ENS00497,Gibberella fujikuroi var. moniliformis AH13,405761,Eukaryota,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Nectriaceae,Fusarium,KF775590,NA,Endophytic Fungus
ENS00498,Gliocladium sp. CR 2.3.1,1955101,Eukaryota,Fungi,Ascomycota,Sordariomycetes,Hypocreales,No Rank at Level Family,Gliocladium,NA,NA,Endophytic Fungus
ENS00499,Glomerella cingulata,474922,Eukaryota,Fungi,Ascomycota,Sordariomycetes,Glomerellales,Glomerellaceae,Colletotrichum,NA,NA,Endophytic Fungus
ENS00500,Guignardia sp. A1,1715232,Eukaryota,Fungi,Ascomycota,Dothideomycetes,Botryosphaeriales,Phyllostictaceae,Guignardia,NA,NA,Endophytic Fungus
ENS00501,Humicola sp. JS-0112,1756120,Eukaryota,Fungi,Ascomycota,Sordariomycetes,Sordariales,Chaetomiaceae,Humicola,MN006389.1,NA,Endophytic Fungus
ENS00502,Hyalodendriella sp. Ponipodef12,1849807,Eukaryota,Fungi,Ascomycota,Leotiomycetes,Helotiales,Hamatocanthoscyphaceae,Hyalodendriella,HQ731647,NA,Endophytic Fungus
ENS00503,Hypomontagnella monticulosa Zg15SU,2487000,Eukaryota,Fungi,Ascomycota,Sordariomycetes,Xylariales,Hypoxylaceae,Hypomontagnella,MN718862.1,NA,Endophytic Fungus
ENS00504,Hypoxylon anthochroum blaci,326652,Eukaryota,Fungi,Ascomycota,Sordariomycetes,Xylariales,Hypoxylaceae,Hypoxylon,KT272400,NA,Endophytic Fungus
ENS00505,Hypoxylon anthochroum GS4D2II1a,326652,Eukaryota,Fungi,Ascomycota,Sordariomycetes,Xylariales,Hypoxylaceae,Hypoxylon,KM516709,NA,Endophytic Fungus
ENS00506,Hypoxylon anthochroum Haeg2,326652,Eukaryota,Fungi,Ascomycota,Sordariomycetes,Xylariales,Hypoxylaceae,Hypoxylon,MF663790,NA,Endophytic Fungus
ENS00507,Hypoxylon anthochroum Smeg4,326652,Eukaryota,Fungi,Ascomycota,Sordariomycetes,Xylariales,Hypoxylaceae,Hypoxylon,MF663791,NA,Endophytic Fungus
ENS00508,Hypoxylon investiens BCRC 10F0115,326663,Eukaryota,Fungi,Ascomycota,Sordariomycetes,Xylariales,Hypoxylaceae,Hypoxylon,JN979428.1,NA,Endophytic Fungus
ENS00509,Hypoxylon sp. C14A,755336,Eukaryota,Fungi,Ascomycota,Sordariomycetes,Xylariales,Hypoxylaceae,Hypoxylon,GU797135,NA,Endophytic Fungus
ENS00510,Hypoxylon sp. isolate 620,1896109,Eukaryota,Fungi,Ascomycota,Sordariomycetes,Xylariales,Hypoxylaceae,Hypoxylon,OL545266,NA,Endophytic Fungus
ENS00511,Hypoxylon submoniticulosum,42308,Eukaryota,Fungi,Ascomycota,Sordariomycetes,Xylariales,Hypoxylaceae,No Rank at Level Genus,KC952873,NA,Endophytic Fungus
ENS00512,Ilyonectria robusta strain F312a,1079257,Eukaryota,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Nectriaceae,Ilyonectria,JX045819.1,NA,Endophytic Fungus
ENS00513,Induratia alba 9-6,2735577,Eukaryota,Fungi,Ascomycota,Sordariomycetes,Xylariales,No Rank at Level Family,Induratia,HM034857,NA,Endophytic Fungus
ENS00514,Induratia alba E-6,2735577,Eukaryota,Fungi,Ascomycota,Sordariomycetes,Xylariales,No Rank at Level Family,Induratia,EF183509,NA,Endophytic Fungus
ENS00515,Induratia alba strain CZ-620,2735577,Eukaryota,Fungi,Ascomycota,Sordariomycetes,Xylariales,No Rank at Level Family,Induratia,AF324336,NA,Endophytic Fungus
ENS00516,Induratia alba strain GP-100,2735577,Eukaryota,Fungi,Ascomycota,Sordariomycetes,Xylariales,No Rank at Level Family,Induratia,AY555731,NA,Endophytic Fungus
ENS00517,Induratia alba strain GP-115,2735577,Eukaryota,Fungi,Ascomycota,Sordariomycetes,Xylariales,No Rank at Level Family,Induratia,AY527047,NA,Endophytic Fungus
ENS00518,Induratia alba strain GP-206,2735577,Eukaryota,Fungi,Ascomycota,Sordariomycetes,Xylariales,No Rank at Level Family,Induratia,AY527048,NA,Endophytic Fungus
ENS00519,Induratia alba strain KN-205,2735577,Eukaryota,Fungi,Ascomycota,Sordariomycetes,Xylariales,No Rank at Level Family,Induratia,AY597208,NA,Endophytic Fungus
ENS00520,Induratia alba strain KN-26,2735577,Eukaryota,Fungi,Ascomycota,Sordariomycetes,Xylariales,No Rank at Level Family,Induratia,AY527044,NA,Endophytic Fungus
ENS00521,Induratia alba strain KN-27,2735577,Eukaryota,Fungi,Ascomycota,Sordariomycetes,Xylariales,No Rank at Level Family,Induratia,AY527046,NA,Endophytic Fungus
ENS00522,Induratia alba strain TP-21,2735577,Eukaryota,Fungi,Ascomycota,Sordariomycetes,Xylariales,No Rank at Level Family,Induratia,AY527045,NA,Endophytic Fungus
ENS00523,Induratia fengyangensis ZJLQ023,2735595,Eukaryota,Fungi,Ascomycota,Sordariomycetes,Xylariales,No Rank at Level Family,Induratia,HM034856,NA,Endophytic Fungus
ENS00524,Induratia fengyangensis ZJLQ024,2735595,Eukaryota,Fungi,Ascomycota,Sordariomycetes,Xylariales,No Rank at Level Family,Induratia,HM034855,NA,Endophytic Fungus
ENS00525,Induratia fengyangensis ZJLQ070,2735595,Eukaryota,Fungi,Ascomycota,Sordariomycetes,Xylariales,No Rank at Level Family,Induratia,HM034853,NA,Endophytic Fungus
ENS00526,Induratia fengyangensis ZJLQ151,2735595,Eukaryota,Fungi,Ascomycota,Sordariomycetes,Xylariales,No Rank at Level Family,Induratia,HM034852,NA,Endophytic Fungus
ENS00527,Induratia fengyangensis ZJLQ374,2735595,Eukaryota,Fungi,Ascomycota,Sordariomycetes,Xylariales,No Rank at Level Family,Induratia,HM034854,NA,Endophytic Fungus
ENS00528,Irpex hydnoides VB4,199540,Eukaryota,Fungi,Basidiomycota,Agaricomycetes,Polyporales,Irpicaceae,Irpex,HQ271348,NA,Endophytic Fungus
ENS00529,Irpex lacteus,5319,Eukaryota,Fungi,Basidiomycota,Agaricomycetes,Polyporales,Irpicaceae,Irpex,NA,NA,Endophytic Fungus
ENS00530,Irpex lacteus OV38,5319,Eukaryota,Fungi,Basidiomycota,Agaricomycetes,Polyporales,Irpicaceae,Irpex,NA,NA,Endophytic Fungus
ENS00531,Khuskia sp. LAEE21,1545755,Eukaryota,Fungi,Ascomycota,Sordariomycetes,Trichosphaeriales,Trichosphaeriaceae,Khuskia,LN607810,NA,Endophytic Fungus
ENS00532,Kitasatospora albolonga EA12432,68173,Bacteria,No Rank at Level Kingdom,Actinomycetota,Actinomycetes,Kitasatosporales,Streptomycetaceae,Kitasatospora,NA,NA,Endophytic Bacteria
ENS00533,Kitasatospora aureofaciens CMUAc130,1894,Bacteria,No Rank at Level Kingdom,Actinomycetota,Actinomycetes,Kitasatosporales,Streptomycetaceae,Kitasatospora,NA,NA,Endophytic Bacteria
ENS00534,Kitasatospora sp. strain CPCC204717,1871188,Bacteria,No Rank at Level Kingdom,Actinomycetota,Actinomycetes,Kitasatosporales,Streptomycetaceae,Kitasatospora,MT588710,NA,Endophytic Bacteria
ENS00535,Kodamaea ohmeri DMKU-RE27,34356,Eukaryota,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Debaryomycetaceae,Kodamaea,NA,NA,Endophytic Fungus
ENS00536,Kodamaea ohmeri DMKU-RE65,34356,Eukaryota,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Debaryomycetaceae,Kodamaea,NA,NA,Endophytic Fungus
ENS00537,Lachnum abnorme,2340722,Eukaryota,Fungi,Ascomycota,Leotiomycetes,Helotiales,Lachnaceae,Erioscyphella,AB267638,NA,Endophytic Fungus
ENS00538,Lasiodiplodia sp. 318#,1891967,Eukaryota,Fungi,Ascomycota,Dothideomycetes,Botryosphaeriales,Botryosphaeriaceae,Lasiodiplodia,NA,NA,Endophytic Fungus
ENS00539,Lasiodiplodia sp. J13-1-6J,1844907,Eukaryota,Fungi,Ascomycota,Dothideomycetes,Botryosphaeriales,Botryosphaeriaceae,Lasiodiplodia,KU672332,NA,Endophytic Fungus
ENS00540,Lasiodiplodia theobromae,45133,Eukaryota,Fungi,Ascomycota,Dothideomycetes,Botryosphaeriales,Botryosphaeriaceae,Lasiodiplodia,NA,NA,Endophytic Fungus
ENS00541,Lasiodiplodia theobromae GC-22,45133,Eukaryota,Fungi,Ascomycota,Dothideomycetes,Botryosphaeriales,Botryosphaeriaceae,Lasiodiplodia,NA,NA,Endophytic Fungus
ENS00542,Lasiodiplodia theobromae Pat,45133,Eukaryota,Fungi,Ascomycota,Dothideomycetes,Botryosphaeriales,Botryosphaeriaceae,Lasiodiplodia,NA,NA,Endophytic Fungus
ENS00543,Lasiodiplodia theobromae strain SJF-1,45133,Eukaryota,Fungi,Ascomycota,Dothideomycetes,Botryosphaeriales,Botryosphaeriaceae,Lasiodiplodia,MG938644.1,NA,Endophytic Fungus
ENS00544,Lasiodiplodia theobromae strain SKJM1101,45133,Eukaryota,Fungi,Ascomycota,Dothideomycetes,Botryosphaeriales,Botryosphaeriaceae,Lasiodiplodia,KF814723,NA,Endophytic Fungus
ENS00545,Lasiodiplodia theobromae ZJ-HQ1,45133,Eukaryota,Fungi,Ascomycota,Dothideomycetes,Botryosphaeriales,Botryosphaeriaceae,Lasiodiplodia,KT240140,NA,Endophytic Fungus
ENS00546,Lasiodiplodia venezuelensis,336255,Eukaryota,Fungi,Ascomycota,Dothideomycetes,Botryosphaeriales,Botryosphaeriaceae,Lasiodiplodia,NA,NA,Endophytic Fungus
ENS00547,Leptodophora orchidicola ZJLQ336,1732013,Eukaryota,Fungi,Ascomycota,Leotiomycetes,Helotiales,No Rank at Level Family,Leptodophora,KX999720,NA,Endophytic Fungus
ENS00548,Leptosphaeria sp. XL026,1755431,Eukaryota,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Leptosphaeriaceae,Leptosphaeria,MK603060,NA,Endophytic Fungus
ENS00549,Lophiotrema sp. F6932,2011698,Eukaryota,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Lophiotremataceae,Lophiotrema,OM791904,NA,Endophytic Fungus
ENS00550,Luteibacter sp. BSNB-0721,1886636,Bacteria,No Rank at Level Kingdom,Pseudomonadota,Gammaproteobacteria,Xanthomonadales,Rhodanobacteraceae,Luteibacter,MK279522,NA,Endophytic Bacteria
ENS00551,Lysinibacillus sp.,1869345,Bacteria,No Rank at Level Kingdom,Bacillota,Bacilli,Bacillales,Bacillaceae,Lysinibacillus,JN160728,NA,Endophytic Bacteria
ENS00552,Lysinibacillus sp. strain AS_1,1869345,Bacteria,No Rank at Level Kingdom,Bacillota,Bacilli,Bacillales,Bacillaceae,Lysinibacillus,MZ976846,NA,Endophytic Bacteria
ENS00553,Lysinibacillus sphaericus L1,1421,Bacteria,No Rank at Level Kingdom,Bacillota,Bacilli,Bacillales,Bacillaceae,Lysinibacillus,KJ872548,NA,Endophytic Bacteria
ENS00554,Macrophomina phaseolina R7_BA,35725,Eukaryota,Fungi,Ascomycota,Dothideomycetes,Botryosphaeriales,Botryosphaeriaceae,Macrophomina,KX098325,NA,Endophytic Fungus
ENS00555,Mammaliicoccus sciuri strain MrR44,1296,Bacteria,No Rank at Level Kingdom,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Mammaliicoccus,MH161571,NA,Endophytic Bacteria
ENS00556,Massarinaceae sp. DAOM 242779,1470022,Eukaryota,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Massarinaceae,No Rank at Level Genus,KJ486534,NA,Endophytic Fungus
ENS00557,Meyerozyma guilliermondii,4929,Eukaryota,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Debaryomycetaceae,Meyerozyma,EF495244,NA,Endophytic Fungus
ENS00558,Meyerozyma guilliermondii HZ-Y2,4929,Eukaryota,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Debaryomycetaceae,Meyerozyma,KP975418,NA,Endophytic Fungus
ENS00559,Microbacterium sp. LGMB471,51671,Bacteria,No Rank at Level Kingdom,Actinomycetota,Actinomycetes,Micrococcales,Microbacteriaceae,Microbacterium,NA,NA,Endophytic Bacteria
ENS00560,Microdiplodia sp. BYCDW8,1932321,Eukaryota,Fungi,Ascomycota,Dothideomycetes,Botryosphaeriales,Botryosphaeriaceae,Microdiplodia,NA,EU273518,Endophytic Fungus
ENS00561,Microdiplodia sp. strain no. 9907,1932321,Eukaryota,Fungi,Ascomycota,Dothideomycetes,Botryosphaeriales,Botryosphaeriaceae,Microdiplodia,NA,NA,Endophytic Fungus
ENS00562,Micromonospora sp. GMKU326,718015,Bacteria,No Rank at Level Kingdom,Actinomycetota,Actinomycetes,Micromonosporales,Micromonosporaceae,Micromonospora,GU458301.1,NA,Endophytic Bacteria
ENS00563,Micromonospora sp. NEAU-gq13,1274800,Bacteria,No Rank at Level Kingdom,Actinomycetota,Actinomycetes,Micromonosporales,Micromonosporaceae,Micromonospora,KC155666,NA,Endophytic Bacteria
ENS00564,Microsphaeropsis sp. strain No. 7820,1874263,Eukaryota,Fungi,Ascomycota,Dothideomycetes,Pleosporales,No Rank at Level Family,Microsphaeropsis,NA,NA,Endophytic Fungus
ENS00565,Microthyriaceae sp. F2611,1464018,Eukaryota,Fungi,Ascomycota,Dothideomycetes,Microthyriales,Microthyriaceae,No Rank at Level Genus,KJ469652,NA,Endophytic Fungus
ENS00566,Monascus ruber SRZ112,89489,Eukaryota,Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Monascus,MT140350.1,NA,Endophytic Fungus
ENS00567,Mortierella alpina ITA1-CCMA 952,64518,Eukaryota,Fungi,Mucoromycota,Mortierellomycetes,Mortierellales,Mortierellaceae,Mortierella,NA,NA,Endophytic Fungus
ENS00568,Mortierella sp. YXL-526,1715235,Eukaryota,Fungi,Mucoromycota,Mortierellomycetes,Mortierellales,Mortierellaceae,Mortierella,MZ768910,NA,Endophytic Fungus
ENS00569,Mucor fragilis NSY-1,64491,Eukaryota,Fungi,Mucoromycota,Mucoromycetes,Mucorales,Mucoraceae,Mucor,KX060586.1,NA,Endophytic Fungus
ENS00570,Mucor irregularis,713888,Eukaryota,Fungi,Mucoromycota,Mucoromycetes,Mucorales,Mucoraceae,Mucor,KP067786,NA,Endophytic Fungus
ENS00571,Mucor irregularis QEN-189,713888,Eukaryota,Fungi,Mucoromycota,Mucoromycetes,Mucorales,Mucoraceae,Mucor,HQ891659,NA,Endophytic Fungus
ENS00572,Mucor racemosus NSH-D,4841,Eukaryota,Fungi,Mucoromycota,Mucoromycetes,Mucorales,Mucoraceae,Mucor,KX060585.1,NA,Endophytic Fungus
ENS00573,Muscodor heveae,314019,Eukaryota,Fungi,Ascomycota,Sordariomycetes,Xylariales,No Rank at Level Family,No Rank at Level Genus,NA,NA,Endophytic Fungus
ENS00574,Muyocopron laterale ECN279,2575763,Eukaryota,Fungi,Ascomycota,Dothideomycetes,Muyocopronales,Muyocopronaceae,Muyocopron,LC541569,NA,Endophytic Fungus
ENS00575,Muyocopron laterale F5912,2575763,Eukaryota,Fungi,Ascomycota,Dothideomycetes,Muyocopronales,Muyocopronaceae,Muyocopron,OM791928,NA,Endophytic Fungus
ENS00576,Mycosphaerella sp. L3A1,1715237,Eukaryota,Fungi,Ascomycota,Dothideomycetes,Mycosphaerellales,Mycosphaerellaceae,Mycosphaerella,OP143811,NA,Endophytic Fungus
ENS00577,Mycosphaerella sp. nov. strain F2140,1715237,Eukaryota,Fungi,Ascomycota,Dothideomycetes,Mycosphaerellales,Mycosphaerellaceae,Mycosphaerella,EU167598.2,NA,Endophytic Fungus
ENS00578,Mycosphaerella sp. UFMGCB 2032,1428689,Eukaryota,Fungi,Ascomycota,Dothideomycetes,Mycosphaerellales,Mycosphaerellaceae,Mycosphaerella,KF681521,NA,Endophytic Fungus
ENS00579,Myrothecium sp. BS-31,1756106,Eukaryota,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Stachybotryaceae,Myrothecium,MN960018,NA,Endophytic Fungus
ENS00580,Myrothecium strain IFB-E106,1756106,Eukaryota,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Stachybotryaceae,Myrothecium,NA,NA,Endophytic Fungus
ENS00581,Nectria pseudotrichia PB02,40607,Eukaryota,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Nectriaceae,Nectria,KF611677,NA,Endophytic Fungus
ENS00582,Nectria sp. HN001,1856692,Eukaryota,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Nectriaceae,Nectria,KU359411,NA,Endophytic Fungus
ENS00583,Nemania sp. UM10M,1912656,Eukaryota,Fungi,Ascomycota,Sordariomycetes,Xylariales,Xylariaceae,Nemania,MK321315,NA,Endophytic Fungus
ENS00584,Neocosmospora rubicola AMb22,1634935,Eukaryota,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Nectriaceae,Fusarium,NA,KM231800,Endophytic Fungus
ENS00585,Neofusicoccum australe strain ICMP 21498,240362,Eukaryota,Fungi,Ascomycota,Dothideomycetes,Botryosphaeriales,Botryosphaeriaceae,Neofusicoccum,MT107904,NA,Endophytic Fungus
